Sr.No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR_Result
728,SSBS/S/2022/728,S/728,19/04/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
729,SSBS/S/2022/729,S/729,19/04/2022,Someshwarwadi,Genepath,35,32,0,Positive
730,SSBS/S/2022/730,S/730,19/04/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
731,SSBS/S/2022/731,S/731,20/04/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
732,SSBS/S/2022/732,S/732,20/04/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
733,SSBS/S/2022/733,S/733,20/04/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
734,SSBS/S/2022/734,S/734,20/04/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
735,SSBS/S/2022/735,S/735,20/04/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
736,SSBS/S/2022/736,S/736,21/04/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
737,SSBS/S/2022/737,S/737,21/04/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
738,SSBS/S/2022/738,S/738,21/04/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
739,SSBS/S/2022/739,S/739,21/04/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
740,SSBS/S/2022/740,S/740,21/04/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
741,SSBS/S/2022/741,S/741,21/04/2022,RTO office Yerwada,Genepath,0,0,0,Negative
742,SSBS/S/2022/742,S/742,22/04/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
743,SSBS/S/2022/743,S/743,22/04/2022,Rahatni new DP road,Genepath,0,0,0,Negative
744,SSBS/S/2022/744,S/744,22/04/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
745,SSBS/S/2022/745,S/745,22/04/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
746,SSBS/S/2022/746,S/746,22/04/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
747,SSBS/S/2022/747,S/747,22/04/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
748,SSBS/S/2022/748,S/748,25/04/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
749,SSBS/S/2022/749,S/749,25/04/2022,Shivajinagar Chaturshringi,Genepath,0,38.39294551,0,Negative
750,SSBS/S/2022/750,S/750,25/04/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
751,SSBS/S/2022/751,S/751,25/04/2022,Karve road Kothrud,Genepath,0,0,0,Negative
752,SSBS/S/2022/752,S/752,25/04/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
753,SSBS/S/2022/753,S/753,25/04/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
754,SSBS/S/2022/754,S/754,26/04/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
755,SSBS/S/2022/755,S/755,26/04/2022,Baner/Balewadi,Genepath,0,38.29623084,0,Negative
756,SSBS/S/2022/756,S/756,26/04/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
757,SSBS/S/2022/757,S/757,26/04/2022,Someshwarwadi,Genepath,0,39.13904722,0,Negative
758,SSBS/S/2022/758,S/758,26/04/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
759,SSBS/S/2022/759,S/759,26/04/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
760,SSBS/S/2022/760,S/760,27/04/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
761,SSBS/S/2022/761,S/761,27/04/2022,RTO office Yerwada,Genepath,0,0,0,Negative
762,SSBS/S/2022/762,S/762,27/04/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
763,SSBS/S/2022/763,S/763,27/04/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
764,SSBS/S/2022/764,S/764,27/04/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
765,SSBS/S/2022/765,S/765,27/04/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,38.05666299,0,Negative
766,SSBS/S/2022/766,S/766,28/04/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
767,SSBS/S/2022/767,S/767,28/04/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
768,SSBS/S/2022/768,S/768,28/04/2022,kasarwadi pimple gurav road,Genepath,35.3946,36.905129,36.8197,Negative
769,SSBS/S/2022/769,S/769,28/04/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
770,SSBS/S/2022/770,S/770,28/04/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
771,SSBS/S/2022/771,S/771,29/04/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
772,SSBS/S/2022/772,S/772,29/04/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
773,SSBS/S/2022/773,S/773,29/04/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
774,SSBS/S/2022/774,S/774,29/04/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
775,SSBS/S/2022/775,S/775,29/04/2022,Rahatni new DP road,Genepath,0,0,0,Negative
776,SSBS/S/2022/776,S/776,5/2/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
777,SSBS/S/2022/777,S/777,5/2/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
778,SSBS/S/2022/778,S/778,5/2/2022,Sanjeevan hospital Kothrud,Genepath,0,39.2,38.8,Negative
779,SSBS/S/2022/779,S/779,5/2/2022,Karve road Kothrud,Genepath,0,0,0,Negative
780,SSBS/S/2022/780,S/780,5/2/2022,Warje Mumbai/Bangalore Highway,Genepath,40,0,39.8,Negative
781,SSBS/S/2022/781,S/781,5/2/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
782,SSBS/S/2022/782,S/782,5/4/2022,"Baner, Mahalunge Bridge",Genepath,37.9,36.4,38.4,Negative
783,SSBS/S/2022/783,S/783,5/4/2022,Baner/Balewadi,Genepath,34.8,37.6,36,Positive
784,SSBS/S/2022/784,S/784,5/4/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
785,SSBS/S/2022/785,S/785,5/4/2022,Someshwarwadi,Genepath,0,40.4,0,Negative
786,SSBS/S/2022/786,S/786,5/4/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
787,SSBS/S/2022/787,S/787,5/4/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,38.4,Negative
788,SSBS/S/2022/788,S/788,5/5/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
789,SSBS/S/2022/789,S/789,5/5/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
790,SSBS/S/2022/790,S/790,5/5/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
791,SSBS/S/2022/791,S/791,5/5/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
792,SSBS/S/2022/792,S/792,5/5/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
793,SSBS/S/2022/793,S/793,5/6/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
794,SSBS/S/2022/794,S/794,5/6/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
795,SSBS/S/2022/795,S/795,5/6/2022,"Wolf Colony, Pimpri",Genepath,33.7,36.8,34.1,Positive
796,SSBS/S/2022/796,S/796,5/6/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
797,SSBS/S/2022/797,S/797,5/6/2022,Rahatni new DP road,Genepath,0,0,0,Negative
798,SSBS/S/2022/798,S/798,5/9/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
799,SSBS/S/2022/799,S/799,5/9/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
800,SSBS/S/2022/800,S/800,5/9/2022,Sanjeevan hospital Kothrud,Genepath,35.4,37.8,36.8,Negative
801,SSBS/S/2022/801,S/801,5/9/2022,Karve road Kothrud,Genepath,0,0,0,Negative
802,SSBS/S/2022/802,S/802,5/9/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
803,SSBS/S/2022/803,S/803,5/9/2022,Kothrud Bus depot,Genepath,0,38.6,36.1,Negative
804,SSBS/S/2022/804,S/804,5/10/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
805,SSBS/S/2022/805,S/805,5/10/2022,Baner/Balewadi,Genepath,0,38.4,37.6,Negative
806,SSBS/S/2022/806,S/806,5/10/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
807,SSBS/S/2022/807,S/807,5/10/2022,Someshwarwadi,Genepath,0,0,0,Negative
808,SSBS/S/2022/808,S/808,5/10/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
809,SSBS/S/2022/809,S/809,5/10/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
810,SSBS/S/2022/810,S/810,5/11/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
811,SSBS/S/2022/811,S/811,5/11/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
812,SSBS/S/2022/812,S/812,5/11/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
813,SSBS/S/2022/813,S/813,5/11/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
814,SSBS/S/2022/814,S/814,5/11/2022,RTO office Yerwada,Genepath,0,0,37.14,Negative
815,SSBS/S/2022/815,S/815,5/11/2022,"Vishrantwadi, shantinagar",Genepath,36.1,38.2,35.6,Positive
816,SSBS/S/2022/816,S/816,5/12/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
817,SSBS/S/2022/817,S/817,5/12/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
818,SSBS/S/2022/818,S/818,5/12/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
819,SSBS/S/2022/819,S/819,5/12/2022,"Shastrinagar, pimpri",Genepath,37.6,0,0,Negative
820,SSBS/S/2022/820,S/820,5/12/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
821,SSBS/S/2022/821,S/821,13/05/2022,Rahatni new DP road,Genepath,0,0,0,Negative
822,SSBS/S/2022/822,S/822,13/05/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
823,SSBS/S/2022/823,S/823,13/05/2022,"Wolf Colony, Pimpri",Genepath,0,0,35.7,Negative
824,SSBS/S/2022/824,S/824,13/05/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
825,SSBS/S/2022/825,S/825,13/05/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
826,SSBS/S/2022/826,S/826,16/05/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
827,SSBS/S/2022/827,S/827,16/05/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
828,SSBS/S/2022/828,S/828,16/05/2022,Sanjeevan hospital Kothrud,Genepath,0,0,36,Negative
829,SSBS/S/2022/829,S/829,16/05/2022,Karve road Kothrud,Genepath,0,0,0,Negative
830,SSBS/S/2022/830,S/830,16/05/2022,Warje Mumbai/Bangalore Highway,Genepath,34.9,0,0,Negative
831,SSBS/S/2022/831,S/831,16/05/2022,Kothrud Bus depot,Genepath,34.8,0,36.5,Negative
832,SSBS/S/2022/832,S/832,17/05/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
833,SSBS/S/2022/833,S/833,17/05/2022,Baner/Balewadi,Genepath,0,0,0,Negative
834,SSBS/S/2022/834,S/834,17/05/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
835,SSBS/S/2022/835,S/835,17/05/2022,Someshwarwadi,Genepath,0,0,0,Negative
836,SSBS/S/2022/836,S/836,17/05/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
837,SSBS/S/2022/837,S/837,17/05/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
838,SSBS/S/2022/838,S/838,18/05/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
839,SSBS/S/2022/839,S/839,18/05/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
840,SSBS/S/2022/840,S/840,18/05/2022,Shivajinagar Juna bazaar,Genepath,0,0,35,Negative
841,SSBS/S/2022/841,S/841,18/05/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
842,SSBS/S/2022/842,S/842,18/05/2022,RTO office Yerwada,Genepath,0,0,0,Negative
843,SSBS/S/2022/843,S/843,18/05/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
844,SSBS/S/2022/844,S/844,19/05/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
845,SSBS/S/2022/845,S/845,19/05/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
846,SSBS/S/2022/846,S/846,19/05/2022,kasarwadi pimple gurav road,Genepath,0,0,35.5,Negative
847,SSBS/S/2022/847,S/847,19/05/2022,"Shastrinagar, pimpri",Genepath,0,0,36.1,Negative
848,SSBS/S/2022/848,S/848,19/05/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
849,SSBS/S/2022/849,S/849,20/05/2022,Rahatni new DP road,Genepath,0,0,0,Negative
850,SSBS/S/2022/850,S/850,20/05/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
851,SSBS/S/2022/851,S/851,20/05/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
852,SSBS/S/2022/852,S/852,20/05/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
853,SSBS/S/2022/853,S/853,20/05/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
854,SSBS/S/2022/854,S/854,23/05/2022,Shivajinagar Vaidhawadi,Genepath,0,39,0,Negative
855,SSBS/S/2022/855,S/855,23/05/2022,Shivajinagar Chaturshringi,Genepath,36,0,0,Negative
856,SSBS/S/2022/856,S/856,23/05/2022,Sanjeevan hospital Kothrud,Genepath,38,0,0,Negative
857,SSBS/S/2022/857,S/857,23/05/2022,Karve road Kothrud,Genepath,0,0,0,Negative
858,SSBS/S/2022/858,S/858,23/05/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
859,SSBS/S/2022/859,S/859,23/05/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
860,SSBS/S/2022/860,S/860,24/05/2022,"Baner, Mahalunge Bridge",Genepath,0,0,40,Negative
861,SSBS/S/2022/861,S/861,24/05/2022,Baner/Balewadi,Genepath,33,35,34,Positive
862,SSBS/S/2022/862,S/862,24/05/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
863,SSBS/S/2022/863,S/863,24/05/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
864,SSBS/S/2022/864,S/864,24/05/2022,Someshwarwadi,Genepath,0,0,0,Negative
865,SSBS/S/2022/865,S/865,24/05/2022,"DP road, Botanical Garden, Aundh",Genepath,40,0,40,Negative
866,SSBS/S/2022/866,S/866,25/05/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
867,SSBS/S/2022/867,S/867,25/05/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
868,SSBS/S/2022/868,S/868,25/05/2022,Shivajinagar Juna bazaar,Genepath,38,0,0,Negative
869,SSBS/S/2022/869,S/869,25/05/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
870,SSBS/S/2022/870,S/870,25/05/2022,RTO office Yerwada,Genepath,0,0,0,Negative
871,SSBS/S/2022/871,S/871,25/05/2022,"Vishrantwadi, shantinagar",Genepath,36,36,36,Negative
872,SSBS/S/2022/872,S/872,26/05/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
873,SSBS/S/2022/873,S/873,26/05/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
874,SSBS/S/2022/874,S/874,26/05/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
875,SSBS/S/2022/875,S/875,26/05/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
876,SSBS/S/2022/876,S/876,26/05/2022,Dapodi / Old sangvi Bridge,Genepath,0,34.68,33.63,Positive
877,SSBS/S/2022/877,S/877,27/05/2022,Rahatni new DP road,Genepath,35.98,34.84,36.57,Negative
878,SSBS/S/2022/878,S/878,27/05/2022,Kalewadi Adarsh Nagar,Genepath,0,0,38.43,Negative
879,SSBS/S/2022/879,S/879,27/05/2022,"Wolf Colony, Pimpri",Genepath,35.59,34.67,0,Negative
880,SSBS/S/2022/880,S/880,27/05/2022,"Phugewadi/Dapodi, sai service",Genepath,0,33.93,0,Negative
881,SSBS/S/2022/881,S/881,27/05/2022,"Harris Bridge, Dapodi",Genepath,0,34.55,0,Negative
882,SSBS/S/2022/882,S/882,30/05/2022,Shivajinagar Vaidhawadi,Genepath,0,34.4,0,Negative
883,SSBS/S/2022/883,S/883,30/05/2022,Shivajinagar Chaturshringi,Genepath,0,35,0,Negative
884,SSBS/S/2022/884,S/884,30/05/2022,Sanjeevan hospital Kothrud,Genepath,37.2,34.6,37.48,Negative
885,SSBS/S/2022/885,S/885,30/05/2022,Karve road Kothrud,Genepath,0,34.83,0,Negative
886,SSBS/S/2022/886,S/886,30/05/2022,Warje Mumbai/Bangalore Highway,Genepath,0,34.31,0,Negative
887,SSBS/S/2022/887,S/887,30/05/2022,Kothrud Bus depot,Genepath,34.79,34.1,0,Positive
888,SSBS/S/2022/888,S/888,31/05/2022,"Baner, Mahalunge Bridge",Genepath,35.73,34.05,0,Negative
889,SSBS/S/2022/889,S/889,31/05/2022,Baner/Balewadi,Genepath,34.6,34.01,0,Positive
890,SSBS/S/2022/890,S/890,31/05/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,34.69,0,Negative
891,SSBS/S/2022/891,S/891,31/05/2022,Someshwarwadi,Genepath,36.01,34,0,Negative
892,SSBS/S/2022/892,S/892,31/05/2022,Jai bhavani nagar pashan,Genepath,0,35.95,0,Negative
893,SSBS/S/2022/893,S/893,31/05/2022,"DP road, Botanical Garden, Aundh",Genepath,34.67,34.34,0,Positive
894,SSBS/S/2022/894,S/894,6/1/2022,Dattawadi under rajaram bridge,Genepath,0,34.66,0,Negative
895,SSBS/S/2022/895,S/895,6/1/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,34.56,0,Negative
896,SSBS/S/2022/896,S/896,6/1/2022,Shivajinagar Juna bazaar,Genepath,0,35.53,37.07,Negative
897,SSBS/S/2022/897,S/897,6/1/2022,RTO office Yerwada,Genepath,0,33.46,0,Negative
898,SSBS/S/2022/898,S/898,6/1/2022,"Vishrantwadi, shantinagar",Genepath,35.01,32.56,34.26,Positive
899,SSBS/S/2022/899,S/899,6/2/2022,"Chinchwad, Aditya birla hospital",Genepath,0,35.05,0,Negative
900,SSBS/S/2022/900,S/900,6/2/2022,"Shastrinagar, pimpri",Genepath,35.24,34.72,0,Negative
901,SSBS/S/2022/901,S/901,6/2/2022,kasarwadi pimple gurav road,Genepath,36.38,33.9,0,Negative
902,SSBS/S/2022/902,S/902,6/2/2022,"Pimple gurav, 60 feet road",Genepath,0,34.43,0,Negative
903,SSBS/S/2022/903,S/903,6/2/2022,Dapodi / Old sangvi Bridge,Genepath,0,34.55,0,Negative
904,SSBS/S/2022/904,S/904,6/3/2022,Rahatni new DP road,Genepath,0,36,35,Negative
905,SSBS/S/2022/905,S/905,6/3/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
906,SSBS/S/2022/906,S/906,6/3/2022,"Wolf Colony, Pimpri",Genepath,0,0,39,Negative
907,SSBS/S/2022/907,S/907,6/3/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
908,SSBS/S/2022/908,S/908,6/3/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
909,SSBS/S/2022/909,S/909,6/6/2022,Shivajinagar Vaidhawadi,Genepath,35.51,37.23,36.57,Negative
910,SSBS/S/2022/910,S/910,6/6/2022,Shivajinagar Chaturshringi,Genepath,35.69,37.77,37.88,Negative
911,SSBS/S/2022/911,S/911,6/6/2022,Sanjeevan hospital Kothrud,Genepath,36.04,37.17,37.31,Negative
912,SSBS/S/2022/912,S/912,6/6/2022,Karve road Kothrud,Genepath,0,0,0,Negative
913,SSBS/S/2022/913,S/913,6/6/2022,Warje Mumbai/Bangalore Highway,Genepath,33.62,34.52,34.61,Positive
914,SSBS/S/2022/914,S/914,6/6/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
915,SSBS/S/2022/915,S/915,6/7/2022,"Baner, Mahalunge Bridge",Genepath,34.3,36.74,37.26,Negative
916,SSBS/S/2022/916,S/916,6/7/2022,Baner/Balewadi,Genepath,31.34,33.04,32.92,Positive
917,SSBS/S/2022/917,S/917,6/7/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
918,SSBS/S/2022/918,S/918,6/7/2022,Someshwarwadi,Genepath,37.4,0,0,Negative
919,SSBS/S/2022/919,S/919,6/7/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
920,SSBS/S/2022/920,S/920,6/7/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
921,SSBS/S/2022/921,S/921,6/8/2022,Dattawadi under rajaram bridge,Genepath,32.36,34.59,33.8,Positive
922,SSBS/S/2022/922,S/922,6/8/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
923,SSBS/S/2022/923,S/923,6/8/2022,Shivajinagar Juna bazaar,Genepath,34.63,36.28,36.11,Negative
924,SSBS/S/2022/924,S/924,6/8/2022,RTO office Yerwada,Genepath,35.66,36.29,36.63,Negative
925,SSBS/S/2022/925,S/925,6/8/2022,"Vishrantwadi, shantinagar",Genepath,32.2,33.75,34.41,Positive
926,SSBS/S/2022/926,S/926,6/9/2022,Dapodi / Old sangvi Bridge,Genepath,33.35,0,37.25,Negative
927,SSBS/S/2022/927,S/927,6/9/2022,"Pimple gurav, 60 feet road",Genepath,36.63,37.62,37.26,Negative
928,SSBS/S/2022/928,S/928,6/9/2022,kasarwadi pimple gurav road,Genepath,36.99,36.41,36.89,Negative
929,SSBS/S/2022/929,S/929,6/9/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
930,SSBS/S/2022/930,S/930,6/9/2022,"Chinchwad, Aditya birla hospital",Genepath,0,39.04,0,Negative
931,SSBS/S/2022/931,S/931,6/10/2022,"Harris Bridge, Dapodi",Genepath,0,38.84,0,Negative
932,SSBS/S/2022/932,S/932,6/10/2022,"Phugewadi/Dapodi, sai service",Genepath,0,36.79,0,Negative
933,SSBS/S/2022/933,S/933,6/10/2022,"Wolf Colony, Pimpri",Genepath,33.32,34.79,37.79,Positive
934,SSBS/S/2022/934,S/934,6/10/2022,Kalewadi Adarsh Nagar,Genepath,0,35.83,36.14,Negative
935,SSBS/S/2022/935,S/935,6/10/2022,Rahatni new DP road,Genepath,37.46,37.73,0,Positive
936,SSBS/S/2022/936,S/936,13/06/2022,Shivajinagar Vaidhawadi,Genepath,30.7,35.2,35.4,Positive
937,SSBS/S/2022/937,S/937,13/06/2022,Shivajinagar Chaturshringi,Genepath,29.7,35.6,35.2,Positive
938,SSBS/S/2022/938,S/938,13/06/2022,Sanjeevan hospital Kothrud,Genepath,32.3,37.5,34.9,Positive
939,SSBS/S/2022/939,S/939,13/06/2022,Karve road Kothrud,Genepath,38.1,0,0,Negative
940,SSBS/S/2022/940,S/940,13/06/2022,Warje Mumbai/Bangalore Highway,Genepath,35.3,34.8,34.2,Positive
941,SSBS/S/2022/941,S/941,13/06/2022,Kothrud Bus depot,Genepath,29.8,34.1,33.3,Positive
942,SSBS/S/2022/942,S/942,14/06/2022,"Baner, Mahalunge Bridge",Genepath,39.4,36.8,36.4,Negative
943,SSBS/S/2022/943,S/943,14/06/2022,Baner/Balewadi,Genepath,30.9,34.3,33.7,Positive
944,SSBS/S/2022/944,S/944,14/06/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,38.6,36.7,0,Negative
945,SSBS/S/2022/945,S/945,14/06/2022,Someshwarwadi,Genepath,38.9,36.9,35.5,Negative
946,SSBS/S/2022/946,S/946,14/06/2022,Jai bhavani nagar pashan,Genepath,35.6,35.8,35.1,Positive
947,SSBS/S/2022/947,S/947,14/06/2022,"DP road, Botanical Garden, Aundh",Genepath,33.5,0,0,Negative
948,SSBS/S/2022/948,S/948,15/06/2022,Dattawadi under rajaram bridge,Genepath,30.4,35.2,34.4,Positive
949,SSBS/S/2022/949,S/949,15/06/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,29.7,35.7,34.3,Positive
950,SSBS/S/2022/950,S/950,15/06/2022,Shivajinagar Juna bazaar,Genepath,29.8,35.2,33.9,Positive
951,SSBS/S/2022/951,S/951,15/06/2022,RTO office Yerwada,Genepath,36.6,35.2,35.6,Positive
952,SSBS/S/2022/952,S/952,15/06/2022,"Vishrantwadi, shantinagar",Genepath,28.7,33.4,32.6,Positive
953,SSBS/S/2022/953,S/953,16/06/2022,Dapodi / Old sangvi Bridge,Genepath,30,35.3,35.5,Positive
954,SSBS/S/2022/954,S/954,16/06/2022,"Pimple gurav, 60 feet road",Genepath,30.9,35.9,36.1,Positive
955,SSBS/S/2022/955,S/955,16/06/2022,kasarwadi pimple gurav road,Genepath,37.2,33.9,33.4,Positive
956,SSBS/S/2022/956,S/956,16/06/2022,"Shastrinagar, pimpri",Genepath,30.5,35.9,35.2,Positive
957,SSBS/S/2022/957,S/957,16/06/2022,"Chinchwad, Aditya birla hospital",Genepath,23.2,38.4,0,Negative
958,SSBS/S/2022/958,S/958,17/06/2022,"Harris Bridge, Dapodi",Genepath,30.2,35.8,35.6,Positive
959,SSBS/S/2022/959,S/959,17/06/2022,"Phugewadi/Dapodi, sai service",Genepath,25.5,34.8,33.4,Positive
960,SSBS/S/2022/960,S/960,17/06/2022,"Wolf Colony, Pimpri",Genepath,28.7,35.6,34.7,Positive
961,SSBS/S/2022/961,S/961,17/06/2022,Kalewadi Adarsh Nagar,Genepath,36.8,0,37.5,Negative
962,SSBS/S/2022/962,S/962,17/06/2022,Rahatni new DP road,Genepath,28.6,34,32.4,Positive
963,SSBS/S/2022/963,S/963,20/06/2022,Shivajinagar Vaidhawadi,Genepath,34,40,0,Negative
964,SSBS/S/2022/964,S/964,20/06/2022,Shivajinagar Chaturshringi,Genepath,30,35,34,Positive
965,SSBS/S/2022/965,S/965,20/06/2022,Sanjeevan hospital Kothrud,Genepath,37,0,38,Negative
966,SSBS/S/2022/966,S/966,20/06/2022,Karve road Kothrud,Genepath,0,0,0,Negative
967,SSBS/S/2022/967,S/967,20/06/2022,Warje Mumbai/Bangalore Highway,Genepath,31,34,33,Positive
968,SSBS/S/2022/968,S/968,20/06/2022,Kothrud Bus depot,Genepath,25,30,29,Positive
969,SSBS/S/2022/969,S/969,21/06/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
970,SSBS/S/2022/970,S/970,21/06/2022,Someshwarwadi,Genepath,35,38,36,Negative
971,SSBS/S/2022/971,S/971,21/06/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,35,38,35,Positive
972,SSBS/S/2022/972,S/972,21/06/2022,"DP road, Botanical Garden, Aundh",Genepath,30,36,34,Positive
